institution_code,institution_name,short_name,institution_type,institution_group,address,postal_code,province_code,province_name,regency_code,regency_name,district_name,latitude,longitude,institution_status,accreditation,website,program_count,tuition_range,founding_date
064021,AMIK Veteran Purwokerto,AMIK Veteran,,PTS,JL. Senopati Arcawinangun Purwokerto,53113,33,Jawa Tengah,3302,Kab. Banyumas,,-7.4156781,109.2617015,Alih Bentuk,,http://www.amikveteran.kampus-indonesia.com,2,,1990-01-23
233281,Sekolah Tinggi Teologi Parausorat Nauli Jakarta,,Sekolah Tinggi,PTA,Jl. Jatinegara Barat IV No. 11-D Jakarta Telp. (021) 8584952 ; 8190963,310,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,Kec. Jatinegara,,,Aktif,,www.sttparausorat.ac.id,3,,2013-08-12
064004,Akademi Pelayaran Niaga Indonesia Semarang,AKPELNI,Akademi,PTS,Jalan Pawiyatan Luhur II/17 Bendan Dhuwur,50235,33,Jawa Tengah,3374,Kota Semarang,,-7.017964,110.394875,Alih Bentuk,,http://akpelni.ac.id/,3,,1964-09-17
213156,STAI Al-Karimiyah Sawangan Depok,STAISKA,,PTA,Jl. H. Maksum No. 23 Sawangan Baru RT/RW. 004/002 Kel. Sawangan Baru Kec. Sawang,16511,32,Jawa Barat,3276,Kota Depok,,-6.400928,106.763153,Alih Bentuk,Baik,https://iaidepok.ac.id,7,,1999-07-28
213316,"STIT Al-Quraniyah, Manna, Bengkulu Selatan",STITQ,,PTA,Jl. Affan Backsin n0 13 Manna Bengkulu Selatan,38518,17,Bengkulu,1701,Kab. Bengkulu Selatan,Kec. Pasar Manna,-3.3432967,102.8390252,Aktif,,,4,,1998-10-27
213596,Sekolah Tinggi Ekonomi Islam Haji Abdul Malik Cikarang Barat,,Sekolah Tinggi,PTA,Jl. Desa Telaga Murni Bojong Koneng Cikarang Barat Kab Bekasi,17520,32,Jawa Barat,3216,Kab. Bekasi,,,,Aktif,,,2,,2017-03-17
121015,Universitas Halmahera,UNIERA,Universitas,PTS,"Kompleks UNIERA, Jl. Wari Raya, Tobelo - Maluku Utara",97762,82,Maluku Utara,8203,Kab. halmahera Utara,,1.7509671,127.9914015,Aktif,Baik Sekali,www.uniera.ac.id,17,960.000 - 14.300.000,2008-09-22
111025,Universitas Sari Mulia,UNISM,Universitas,PTS,,,63,Kalimantan Selatan,6371,Kota Banjarmasin,,-3.340556,114.6284787,Aktif,Baik,www.unism.ac.id,16,850.000 - 41.000.000,2018-12-26
153034,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Surya Kasih,STKIP SURYA KASIH,Sekolah Tinggi,PTS,,,53,Nusa Tenggara Timur,5303,Kab. Timor Tengah Utara,Kec. Kota Kefamenanu,-5.5968258,125.4854404,Aktif,Baik,,1,2.400.000 - 2.400.000,2019-09-09
141005,Universitas Kristen Papua,UKiP,Universitas,PTS,Jalan F Kalasuat Malanu,94512,92,Papua Barat,,Kota Sorong,,,,Aktif,Baik,www.ukip.ac.id,15,125.000 - 5.500.000,2005-04-08
113077,STIKES Sari Mulia,STIKES Sari Mulia,,PTS,Jalan Pramuka No 2,70233,63,Kalimantan Selatan,6371,Kota Banjarmasin,,,,Alih Bentuk,,www.stikessarimulia.ac.id,4,,2009-04-07
013090,Sekolah Tinggi Filsafat Theologia Surya Nusantara,,Sekolah Tinggi,PTS,Jalan Medan Km 5,21101,12,Sumatera Utara,,Kota Pematang Siantar,,,,Alih Bentuk,Baik,www.sda.org,2,6.800.000 - 6.800.000,1997-01-01
094134,Akademi Kebidanan Aisyah Kabupaten Pangkep,AKBID AISYAH PANGKEP,Akademi,PTS,"Jln. Kemakmuran No.107 Pangkajene, Kab.Pangkep",90653,73,Sulawesi Selatan,,Kab. Pangkajene Kepulauan,,-4.84853,119.557983,Aktif,Baik,https://www.facebook.com/groups/akbid.aisyah/,1,1.900.000 - 1.900.000,2009-03-02
031079,Universitas Jakarta Internasional,UNIJI,Universitas,PTS,"Jakarta International Tower, Jalan Letjen S. Parman 1AA, Taman Cattleya, Slipi",11480,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,-6.1814,106.7958,Aktif,Baik Sekali,https://www.uniji.ac.id/,8,,2023-07-28
054035,Akademi Komunikasi Radya Binatama,AKRB,Akademi,PTS,Jalan Raya Janti No. 3/47 Yogyakarta,55162,34,D.I. Yogyakarta,3404,Kab. Sleman,,-7.7834409,110.3968885,Aktif,Baik,www.akrb.ac.id,1,4.000.000 - 4.000.000,1999-07-13
094067,Akademi Keperawatan Putra Pertiwi,,Akademi,PTS,Jalan Baharudin Lopa No 2,95511,76,Sulawesi Barat,7602,Kab. Mamuju,,,,Alih Kelola,,,1,,2005-03-03
045033,Politeknik Kesehatan Bhakti Pertiwi Husada,Poltekes BPH Cirebon,Politeknik,PTS,"Jl. Pilang Setrayasa VIII no. 9, Sukapura, Kota Cirebon",45122,32,Jawa Barat,3274,Kota Cirebon,,-6.7001709,108.5449647,Aktif,Baik,www.poltekesbph.ac.id,8,,2006-12-26
064016,Akademi Pertanian Muhammadiyah Pemalang,,Akademi,PTS,,,33,Jawa Tengah,3327,Kab. Pemalang,,,,Tutup,,,1,,2009-06-18
143044,Sekolah Tinggi Ilmu Hukum Caritas Papua,,Sekolah Tinggi,PTS,,,92,Papua Barat,9202,Kab. Manokwari,,,,Alih Bentuk,,www.stihcaritaspapua.ac.id,1,3.500.000 - 3.500.000,2020-12-30
,Universitas Muhammadiyah Bandung,UM Bandung,Universitas,PTS,,,32,Jawa Barat,3273,Kota Bandung,,,,Aktif,Baik Sekali,,20,,
,Sekolah Tinggi Ilmu Kesehatan Budi Mulia Sriwijaya,STIKES BMS,Sekolah Tinggi,PTS,,,16,Sumatera Selatan,1671,Kota Palembang,,,,Aktif,,,5,4.000.000 - 37.600.000,
043130,Sekolah Tinggi Ilmu Ekonomi Cipasung,STIE Cipasung,Sekolah Tinggi,PTS,Jl Muktamar NU No 29 Singaparna,46417,32,Jawa Barat,3206,Kab. Tasikmalaya,Kec. Singaparna,,,Alih Bentuk,,stiecipasung.ac.id,2,,1999-01-01
202022,IAIN Kendari,,,PTA,Jln. Sultan Qaimuddin No. 17 Baruga Kota Kendari,93116,74,Sulawesi Tenggara,7471,Kota Kendari,,-4.041659,122.475371,Aktif,Baik Sekali,http://iainkendari.ac.id,29,400.000 - 5.000.000,2014-10-17
425008,Politeknik Ilmu Pelayaran Semarang,PIP Semarang,Politeknik,PTKL,,,33,Jawa Tengah,3374,Kota Semarang,,-6.998149,110.428744,Aktif,Unggul,https://pip-semarang.ac.id,3,,
073102,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,STIE PEMNAS INDO MLG,Sekolah Tinggi,PTS,"Graha Wisata Jalan Thamrin No 1 Malang, Jawa - Timur, Indonesia",65111,35,Jawa Timur,3573,Kota Malang,Kec. Klojen,-7.9567711,112.6092853,Aktif,Terakreditasi,http://www.stiepemnas.ac.id,2,2.500.000 - 5.000.000,2000-05-08
113035,Sekolah Tinggi Ilmu Administrasi Amuntai,STIA AMUNTAI,Sekolah Tinggi,PTS,Jalan Kuripan Murung Sari 54,71417,63,Kalimantan Selatan,6308,Kab. Hulu Sungai Utara,Kec. Amuntai Tengah,-2.4223643,115.2628266,Aktif,Baik Sekali,stia-amuntai@ac.id,4,1.800.000 - 3.930.000,1998-09-25
013184,STIKES Darmais Padangsidimpuan,,,PTS,Jl. Belibis No. 1 Perumahan Sopo Indah Sigulang Kec.Padang,22733,12,Sumatera Utara,,Kota Padang Sidempuan,Kec. Padang Sidimpuan Tenggara,1.3276417,99.3056372,Aktif,Baik,www.stikesdarmaispadangsidimpuan.ac.id,3,3.000.000 - 3.000.000,2014-10-17
041107,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,Univ YPIB / UYPIB,Universitas,PTS,,,32,Jawa Barat,3210,Kab. Majalengka,,-6.8370391,108.240298,Aktif,Baik,univypib.ac.id,11,2.500.000 - 6.600.000,2022-06-08
175013,Politeknik Lingga,,Politeknik,,,,21,Kepulauan Riau,2104,Kab. Lingga,,,,Aktif,Baik,,3,2.400.000 - 2.400.000,2022-03-11
213437,STIS Faqih Asy`ari,STIS Faqih Asy'ari,,PTA,"Sumbersari, Kencong, Kepung, Kediri, Jawa Timur. PO BOX 111 Pare 64201",64201,35,Jawa Timur,3506,Kab. Kediri,,-7.763253,112.23851,Alih Bentuk,,www.stisfa-kediri.com,6,,2013-04-03
031042,Universitas Bung Karno,YPS,Universitas,PTS,Jalan Kimia No 20,10320,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,Kec. Menteng,-6.1992195,106.8425045,Aktif,Baik Sekali,www.ubk.ac.id,16,,1999-05-12
233063,Sekolah Tinggi Teologi Injili Indonesia Ambon,STTII AMBON,Sekolah Tinggi,PTA,Jl.Sisingamangaraja Waitatiri-Suli,97122,81,Maluku,8101,Kab. Maluku Tengah,,-3.61539,128.2724184,Aktif,,sttiiambon.ac.id,2,,
091056,Universitas Megarezky,UNIMERZ,Universitas,PTS,"Jalan Antang Raya No. 45, Antang, Manggala",90234,73,Sulawesi Selatan,7371,Kota Makassar,,-5.1677898,119.4711183,Aktif,Baik Sekali,www.unimerz.ac.id,33,100.000 - 33.500.000,2018-12-27
213542,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama (STITNU) Al-Farabi Pangandaran,,Sekolah Tinggi,PTA,Jl. Cigugur Km. 03 Pasirkiara Karangbenda Kec. Parigi Pangandaran Jawa Barat,,32,Jawa Barat,3218,Kab. Pangandaran,Kec. Parigi,-7.6805434,108.4843806,Aktif,Baik,https://alfarabi.ac.id/,4,1.500.000 - 1.500.000,2014-12-11
024114,Akademi Kebidanan Tunas Harapan Bangsa,THB,Akademi,PTS,Jl Angkatan 66 Lr Suka Damai,12345,16,Sumatera Selatan,1671,Kota Palembang,,-2.9446142,104.7516557,Aktif,,www.akbidthb.ac.id,1,,2007-08-01
115013,Politeknik Bisnis Lamda,,Politeknik,PTS,,,64,Kalimantan Timur,6472,Kota Samarinda,,,,Tutup,,,4,,2009-10-27
173071,Sekolah Tinggi Teknologi Pekanbaru,STTP,Sekolah Tinggi,,Jalan Dirgantara No 4 Arengka,28294,14,Riau,1471,Kota Pekanbaru,,0.4777727,101.419542,Aktif,Terakreditasi,www.sttp-yds.ac.id,7,2.500.000 - 3.500.000,1992-06-22
043209,Sekolah Tinggi Teknik Cikarang,,Sekolah Tinggi,PTS,Jalan Cikarang Baru Raya Menara Batavia Lt 25,17550,32,Jawa Barat,3216,Kab. Bekasi,,,,Tutup,,www.presuniv.com,2,,2001-01-12
044049,Akademi Sekretaris Dan Manajemen Kencana Bandung,ASMKB,Akademi,PTS,Jl. Wastukencana No. 5C Kel. Babakan Ciamis Kec. Sumur Bandung,40117,32,Jawa Barat,3273,Kota Bandung,,-6.9126961,107.6087374,Aktif,Baik Sekali,https://www.asmkencana.ac.id,3,4.000.000 - 4.000.000,1993-01-29
034225,Akademi Kesehatan Gigi Ditkesad Jakarta,AKG Ditkesad,Akademi,PTS,"Jln. Abdul Rahman saleh No.18, Jakarta Pusat",10410,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,-6.1751183,106.8356144,Aktif,Baik,www.akgpuskesad.ac.id,1,,2005-02-11
213407,"STAI Kuala Kapuas, Kalimantan Tengah",STAI KUALA KAPUAS,,PTA,Jl. Tambun Bungai No. 56,73514,62,Kalimantan Tengah,6203,Kab. Kapuas,Kec. Selat,-3.006308,114.388286,Aktif,Baik,https://www.staikualakapuas.ac.id,1,1.500.000 - 2.400.000,
233151,Sekolah Tinggi Teologi Injili Indonesia Purwokerto,STTII Purwokerto,Sekolah Tinggi,PTA,Jalan Raya Kaliori 77 Kaliori-Banyumas Jawa Tengah,53191,33,Jawa Tengah,,Tidak Diisi,,-7.4960087,109.300358,Aktif,Baik,sttiipurwokerto.ac.id,1,5.100.000 - 5.100.000,
233027,Sekolah Tinggi Teologi Yestoya Malang,,Sekolah Tinggi,PTA,Jalan Raya Badut No. 1-3 (Daerah Perumahan Tidar Permai) Malang Jawa Timur,65146,35,Jawa Timur,3507,Kab. Malang,,,,Aktif,,sttyestoya.ac.id,3,,
096001,Akademi Komunitas Dewinatalia,AK DENA,Akademi Komunitas,PTS,Jl. Bulu Mas Blok K3 No. 10 Kelurahan Manarang,91271,73,Sulawesi Selatan,7315,Kab. Pinrang,Kec. Mattiro Bulu,,,Aktif,,,2,,2015-11-24
014060,Akademi Kebidanan Henderson,,Akademi,PTS,"Jl Medan-Pematangsiantar Km 8,5 No 72 Sinaksak",21154,12,Sumatera Utara,,Kota Pematang Siantar,,,,Tutup,,,1,,2002-05-31
031010,Universitas Kristen Krida Wacana,UKRIDA,Universitas,PTS,Jl Tanjung Duren Raya No 4,11470,31,D.K.I. Jakarta,3173,Kota Jakarta Barat,,-6.172433,106.788269,Aktif,Unggul,www.ukrida.ac.id,18,28.000.000 - 28.000.000,1967-01-20
043283,STMIK Bina Sarana Global,STMIK GLOBAL,,PTS,Jl. Gatot Subroto No. 43-45 Perempatan Cimone Tangerang,15114,36,Banten,3671,Kota Tangerang,,-6.1790543,106.6082141,Alih Bentuk,,www.stmikglobal.ac.id,3,,2006-08-01
041095,Universitas Indonesia Mandiri,UIM,Universitas,PTS,,,32,Jawa Barat,3275,Kota Bekasi,,-6.3085163,107.0338481,Alih Bentuk,,uimandiri.ac.id,10,2.400.000 - 4.500.000,2021-06-25
174018,Akademi Akuntansi Riau,,Akademi,,"Jl. Bintan No. 48, Dumai Riau, Indonesia",,14,Riau,1472,Kota Dumai,Kec. Dumai Timur,-1.671745,101.44566,Tutup,,www.akri.ac.id,2,,1992-06-01
233029,Sekolah Tinggi Alkitab Surabaya,STAS,Sekolah Tinggi,PTA,Jl. Bromo I/7-9 Surabaya Jawa Timur Indonesia,6000,35,Jawa Timur,3578,Kota Surabaya,,-7.26325,112.72578,Aktif,,stas-surabaya.ac.id,2,500.000 - 1.200.000,
034109,Akademi Pariwisata Patria Indonesia,APPI,Akademi,PTS,Jalan Pejaten Barat No 24,12550,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,,,Alih Bentuk,,www.akpar-patria.ac.id,1,,1995-05-25
201035,Universitas Islam Negeri Syekh Wasil Kediri,,Universitas,PTA,,,35,Jawa Timur,3506,Kab. Kediri,,-7.8473866,112.0231498,Aktif,,https://uinkediri.ac.id/,34,,2025-05-08
201002,Universitas Islam Negeri Sunan Kalijaga,UIN SUKA,Universitas,PTA,Jalan Marsda Adisucipto No. 1,55281,34,D.I. Yogyakarta,3404,Kab. Sleman,,-7.7837525,110.3946298,Aktif,Unggul,www.uin-suka.ac.id,78,50.000 - 15.000.000,2004-06-21
395002,Politeknik Kelautan dan Perikanan Bitung,,Politeknik,PTKL,Jalan Tandurusa Kotak Pos 12/BTG,95526,71,Sulawesi Utara,7172,Kota Bitung,,1.4022219,124.9296008,Aktif,Baik Sekali,www.poltekkp-bitung.ac.id,3,100.000 - 100.000,2009-07-17
213177,STIT Islamic Village Tangerang Banten,STIT Isvill,,PTA,"komplek Pendidikan Yayasan Islamic Village. Jl. Islamic Raya, Kelapa Dua. Tanger",15001,36,Banten,3603,Kab. Tangerang,,106.61656,-6.228335,Alih Bentuk,Baik,www.stit-islamic-village.ac.id,3,,2005-03-22
064006,Akademi Teknologi Semarang,ATS,Akademi,PTS,JL. LONTAR NO. 1 SIDODADI TIMUR - DR. CIPTO,50252,33,Jawa Tengah,3374,Kota Semarang,,,,Alih Bentuk,,www.ats.ac.id,3,,1979-01-06
213657,Sekolah Tinggi Ilmu Tarbiyah Assunniyah Tambarangan Rantau Tapin,STITAT,Sekolah Tinggi,PTA,"Jl. A. Yani KM 104 Tambarangan, RT. 09/RW 11 Kelurahan Tambarangan, Kecamatan Tapin Selatan, Kabupaten Tapin, Provinsi Kalimantan Selatan",71181,63,Kalimantan Selatan,6305,Kab. Tapin,Kec. Tapin Selatan,1,1,Aktif,Baik,stitastbr.ac.id,2,1.200.000 - 1.200.000,2019-05-22
213176,STAI Nahdlatul Ulama (STAINU) Jakarta,,,PTA,-JL. Taman Amir Hamzah No. 05 Matraman Jakarta Pusat,10320,31,D.K.I. Jakarta,3171,Kota Jakarta Pusat,,,,Alih Bentuk,,www.stainujakarta.ac.id,9,,2003-05-01
061077,Universitas Muhammadiyah Brebes,UMBS,Universitas,PTS,,,33,Jawa Tengah,3329,Kab. Brebes,,-7.2892976,109.029994,Aktif,Baik,umbs.ac.id,10,2.400.000 - 3.800.000,2024-09-19
083062,STKIP Yapis Dompu,STKIP YAPIS DOMPU,,PTS,Jl Syech Muhammad Lingkar Utara Bali I,84251,52,Nusa Tenggara Barat,5205,Kab. Dompu,,-8.522192,118.458184,Aktif,Baik Sekali,http://stkipyapisdompu.ac.id,6,,2009-02-19
073040,STKIP PGRI Tulungagung,STKIP PGRI TA,,PTS,Jl Mayor Sujadi Timur No 7,66221,35,Jawa Timur,3504,Kab. Tulungagung,Kec. Kedungwaru,-8.0773518,111.9223997,Aktif,,www.stkippgritulungagung.ac.id,13,,1975-11-13
161001,Universitas Kristen Indonesia Tomohon,UKIT,Universitas,PTS,Jalan Raya Talete II Kampus II UKIT Kuranga,95362,71,Sulawesi Utara,7173,Kota Tomohon,Kec. Tomohon Utara,1.338721,124.837498,Aktif,Baik,www..ukit.ac.id,17,50.000 - 31.400.000,1965-02-20
045006,Politeknik Krakatau,POLKA,Politeknik,PTS,Jl Sultan Ageng Tirtayasa 49 Komplek Bonakarta Blok B-7,42414,36,Banten,3672,Kota Cilegon,,-4.654765,122.4906359,Aktif,Baik,www.polka.ac.id,9,500.000 - 6.100.000,1997-11-24
212172,Institut Agama Islam Hasan Jufri Bawean,INHAFI,Institut,PTA,"Jalan Raya Kebunagung, Desa Lebak, Kecamatan Sangkapura",61181,35,Jawa Timur,3525,Kab. Gresik,,,,Aktif,,inhafi.ac.id,6,,2025-01-23
083005,STISIP Margarana,STISIP Margarana,,PTS,Jalan Majapahit No 16 A,82115,51,Bali,5102,Kab. Tabanan,,-8.530917,115.13491,Aktif,Baik,http://www.stisip-margarana.ac.id/,2,3.100.000 - 4.250.000,1981-07-31
043378,Sekolah Tinggi Manajemen Informatika dan Komputer Horizon Karawang,STMIK HORIZON,Sekolah Tinggi,PTS,,,32,Jawa Barat,3215,Kab. Karawang,,,,Alih Bentuk,,http://www.horizon.ac.id/,4,,2020-12-30
222001,Institut Agama Kristen Negeri Tarutung,IAKN Tarutung,Institut,PTA,,,12,Sumatera Utara,1202,Kab. Tapanuli Utara,Kec. Sipoholon,2.1041597,98.957634,Aktif,Baik,https://www.iakntarutung.ac.id/,19,700.000 - 14.000.000,2018-03-01
213665,Sekolah Tinggi Agama Islam Tanbihul Ghofilin Banjarnegara,STAI Tangho,Sekolah Tinggi,PTA,"Jl. Raya Tampomas-Bawang KM. 07, Kabupaten Banjarnegara",53471,33,Jawa Tengah,3304,Kab. Banjarnegara,,-7.4012555,109.6279202,Aktif,Baik,staitangho.ac.id,1,,2019-05-22
063126,Sekolah Tinggi Ilmu Ekonomi Studi Ekonomi Modern,STIE STEKOM,Sekolah Tinggi,PTS,,,33,Jawa Tengah,3311,Kab. Sukoharjo,,-7.5478364,110.7314104,Aktif,Baik,http://stiestekom.ac.id/,2,750.000 - 31.860.000,2020-12-30
212081,Institut Agama Islam Kotamobagu,IAI Kotamobagu,Institut,PTA,"Jl. Jhoni Suhodo No. 4, Kelurahan Kotobangon, Kecamatan Kotamobagu Timur, Kota Kotamobagu, Provinsi Sulawesi Utara",95716,71,Sulawesi Utara,7174,Kota. Kotamobagu,Kec. Kotamobagu Timur,0.7379061,124.3169267,Aktif,Baik,www.iaik.ac.id,6,1.500.000 - 1.500.000,2019-05-22
023073,Sekolah Tinggi Ilmu Ekonomi Mitra Lampung,STIE Mitra Lampung,Sekolah Tinggi,PTS,Jl. ZA. Pagar Alam No. 07 Gedong Meneng Rajabasa,35132,18,Lampung,1871,Kota Bandar Lampung,,-6.224032,106.803518,Alih Bentuk,,www.umitra.ac.id,2,,1995-08-12
213661,Sekolah Tinggi Ilmu Syariah al-Syaikh Abdul Wahid Bau-Bau,STIS SAW,Sekolah Tinggi,PTA,"Jl. Muh Husni Thamrin No. 55 Kelurahan Batangguru, Kecamatan Wolio, Kota Bau-Bau, Provinsi Sulawesi Tenggara",93714,74,Sulawesi Tenggara,,Kota Baubau,Kec. Wolio,,,Aktif,Baik,www.stis.saw.ac.id,2,,2019-05-22
015023,Politeknik Wilmar Bisnis Indonesia,WBI,Politeknik,PTS,"Jalan Batu Sihombing, Desa Medan Estate",20111,12,Sumatera Utara,1207,Kab. Deli Serdang,Kec. Percut Sei Tuan,3.61479,98.73094,Aktif,Baik,http://wbi.ac.id/,6,1 - 2.147.483.647,2015-08-27
115004,Politeknik Kotabaru,POLITEKNIK KOTABARU,Politeknik,PTS,"Jalan Raya Stagen KM 9,5",72116,63,Kalimantan Selatan,,Kab. Kota Baru,Kec. Pulau Laut Utara,-3.2926898,116.1790252,Aktif,Baik,poltekab.ac.id,4,2.400.000 - 4.000.000,2003-01-11
134025,Akademik Teknik Otomotif Banda Aceh,,Akademi,PTS,Peuniti,12345,11,Aceh,1171,Kota Banda Aceh,,,,Alih Bentuk,,,1,,2000-06-14
024083,Akademi Perpajakan Tridarma,,Akademi,PTS,Jl ZA Pagar Alam No 9 Gedung Meneng,35145,18,Lampung,1871,Kota Bandar Lampung,Kec. Kedaton,,,Alih Bentuk,,,1,,2000-09-05
053026,STMIK Proactive,,,PTS,Jalan Prawirotaman III No 660,55153,34,D.I. Yogyakarta,,Tidak Diisi,,,,Tutup,,,2,,2002-04-04
133026,STIKES Cut Nyak Dhien Langsa,,,PTS,Jalan Perumnas No 45 Paya Bujok Seulemak,24415,11,Aceh,1174,Kota Langsa,,,,Alih Bentuk,,http://stikescnd.ac.id,4,,2006-12-20
033070,Sekolah Tinggi Penerbangan Aviasi,STP AVIASI,Sekolah Tinggi,PTS,Wisma Aldiron Dirgantara Jl Gatot Subroto No 72,12780,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,-6.244625,106.840868,Aktif,Terakreditasi,www.stp-aviasi.ac.id,2,700.000 - 5.850.000,1992-06-04
164023,Akademi Keperawatan Bala Keselamatan,AKPER BK PALU,Akademi,PTS,"Jl. Bali No. 22B Palu, Sulawesi Tengah",94112,72,Sulawesi Tengah,7271,Kota Palu,,-0.90246,119.872136,Alih Bentuk,,www.akperbkpalu.ac.id,1,,2011-09-30
052003,Institut Sains Dan Teknologi Akprind,IST AKPRIND,Institut,PTS,Jalan Kalisahak No 28 Komplek Balapan,55222,34,D.I. Yogyakarta,3471,Kota Yogyakarta,,-7.784704,110.385642,Alih Bentuk,,www.akprind.ac.id,21,,1972-05-12
005028,Politeknik Manufaktur Negeri Bangka Belitung,Polmanbabel,Politeknik,PTN,"Jln. Timah Raya, Air Kantung Sungailiat Bangka",33211,19,Bangka Belitung,1901,Kab. Bangka,Kec. Sungai Liat,-1.8521834,106.1313944,Aktif,Baik,www.polman-babel.ac.id,11,500.000 - 6.000.000,2010-10-18
071109,Universitas Bina Sehat PPNI Mojokerto,UBS PPNI,Universitas,PTS,,,35,Jawa Timur,3516,Kab. Mojokerto,,-7.4947282,112.4608183,Aktif,Baik,,10,4.000.000 - 13.000.000,2022-03-07
011016,Universitas Asahan,Universitas Asahan,Universitas,PTS,Jalan Jenderal Ahmad Yani Asahan,21224,12,Sumatera Utara,1209,Kab. Asahan,Kec. Kisaran Timur,2.966222,99.621722,Aktif,Baik Sekali,una.ac.id,17,2.500.000 - 2.500.000,1985-08-17
134040,Akademi Kebidanan Muhammadiyah Banda Aceh,AKBID Muhammadiyah B,Akademi,PTS,Jl Punge Blang Cut Lr. Penyantun Banda Aceh,23234,11,Aceh,1171,Kota Banda Aceh,,,,Alih Bentuk,,http://www.akbidmuhaceh.or.id,2,,2010-09-07
074064,Akademi Pariwisata Dan Perhotelan Ganesha,APARTEL GANESHA,Akademi,PTS,"Jalan Teluk Mandar Tomol Pos 5, Arjosari - Malang",65102,35,Jawa Timur,3573,Kota Malang,,-7.9350115,112.6159135,Aktif,Baik,http://www.apartel-ganesha.ac.id,2,,2005-01-17
073100,Sekolah Tinggi Teknik Atlas Nusantara,STTAR,Sekolah Tinggi,PTS,Jalan Teluk Pacitan No 50 Arjosari Lantai 1,65119,35,Jawa Timur,3573,Kota Malang,Kec. Blimbing,-7.9327139,112.661133,Aktif,Baik,www.sttar.ac.id,2,,1999-05-15
093171,STIKES Amanah Makassar,STIKMA,,PTS,Jl. Meranti Raya No. 1 Panakukang Makassar,12345,73,Sulawesi Selatan,7371,Kota Makassar,,,,Aktif,Baik,stikesamanah-mks.ac.id,5,,2008-12-22
111019,Universitas Kaltara,UNIKALTAR,Universitas,PTS,Jl. Sengkawit RT.023 Tanjung Selor Kabupaten Bulungan Kalimantan Utara,77212,65,Kalimantan Utara,6501,Kab. Bulungan,Kec. Tanjung Selor,2.8509642,117.3760837,Aktif,Baik Sekali,www.unikaltar.ac.id,12,2.400.000 - 6.000.000,2008-12-18
233370,Sekolah Tinggi Teologi Tabgha Batam,ST3B,Sekolah Tinggi,PTA,,,21,Kepulauan Riau,2171,Kota Batam,,1.1137226,104.0388242,Aktif,Baik,www.st3b.ac.id,2,400.000 - 3.000.000,2018-07-05
021052,Universitas Muhammadiyah Ahmad Dahlan Palembang,UM-AD Palembang,Universitas,PTS,,,16,Sumatera Selatan,1671,Kota Palembang,,-2.9979952,104.7770405,Aktif,Baik Sekali,um-ad.ac.id,14,1.600.000 - 15.810.000,2024-12-13
074121,Akademi Analis Kesehatan Delima Husada Gresik,AAK DHG,Akademi,PTS,Gresik,12345,35,Jawa Timur,3525,Kab. Gresik,,-7.167089,112.652657,Aktif,Baik,www.aakdelimahusadagresik.ac.id,2,5.030 - 7.700.000,2009-08-20
033214,Sekolah Tinggi Ilmu Kesehatan Tarumanagara,STIKes Tarumanagara,Sekolah Tinggi,PTS,,,31,D.K.I. Jakarta,3174,Kota Jakarta Selatan,,-6.2934022,106.8167982,Alih Bentuk,Baik,www.stikes-tarumanagara.ac.id,5,,2018-04-02
203018,STAIN Malikussaleh,STAINMAL,,PTA,"Jl. Medan-Banda Aceh Km. 275 no.1, Buket Rata, Lhokseumawe, Aceh",24351,11,Aceh,1173,Kota Lhokseumawe,,5.127586,97.153146,Aktif,,www.stainmall.com,17,,2001-01-01
111033,Universitas Muhammadiyah Sampit,UMSA,Universitas,PTS,,,62,Kalimantan Tengah,6202,Kab. Kotawaringin Timur,,-2.5297346,112.9549021,Aktif,Baik Sekali,www.umsa.ac.id,8,2.000.000 - 4.500.000,2023-01-10
064105,Akademi Kebidanan Duta Dharma Pati,AKBID DD,Akademi,PTS,JALAN RAYA PATI - KUDUS KM.6,59113,33,Jawa Tengah,3318,Kab. Pati,,-6.773946,110.994177,Alih Bentuk,,www.dutadharma.ac.id,1,,2005-08-30
033180,STIMIK Supra,,,PTS,Jl Letjen S Parman Kav 76,11410,31,D.K.I. Jakarta,3175,Kota Jakarta Timur,,,,Alih Bentuk,,www.supra.ac.id,2,,2006-05-22
032006,Institut Teknologi Indonesia,ITI,Institut,PTS,Jalan Raya Puspiptek Serpong,15320,36,Banten,3674,Kota tangerang Selatan,,-6.344197,106.675789,Aktif,Baik Sekali,https://iti.ac.id,14,4.000.000 - 8.400.000,1984-10-01
054062,Akademi Kebidanan Ummi Khasanah,,Akademi,PTS,Jalan Pemuda Gandekan Bantul,55711,34,D.I. Yogyakarta,3402,Kab. Bantul,,-7.878317,110,Alih Bentuk,,akbiduk.ac.id,1,,2007-05-05
